,sample_id,ancestry,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,predicted
18,19,nfe,-0.16168378255107785,0.13159425314963577,0.18253053895256166,-0.016667368127944112,-0.018755237935159794,0.05513801171198734,0.05562378036375697,-0.07243489272057309,0.034737573454699,0.02094777389878183,True
19,20,nfe,-0.13446968346885313,0.2190296762859526,0.01623068319774405,0.015614238571883645,0.018045576069506037,0.10117609975523868,-0.026395380784378766,0.0342435940506947,-0.019232372522872566,0.0040602433515660894,False
20,21,fin,-0.17439370814000563,0.13705412790675095,0.20975419311964244,-0.021808492475390722,0.010055294042528886,0.0462119325772287,0.07533241085523856,-0.0765126591877961,0.014466055489616941,0.012495427334317279,True
21,22,nfe,-0.13812737029890593,0.20541728664132908,0.018365642089097668,0.02527247409256923,0.013091324017094168,0.09566897354517173,-0.01652740537490643,0.017667951809143607,-0.0010109261258501696,-0.02427999847470574,True
22,23,nfe,-0.13208190522106983,0.21872686086540166,0.014151233340479564,0.010155900454686603,0.021948355321453592,0.1063409770093958,-0.023488302077555052,0.03330405372273482,-0.03144801214350213,0.0066938322866321185,False
23,24,nfe,-0.17368358157321634,0.1543638534333967,0.23063378533625012,0.010608553829271061,0.14858495499780716,-0.10624703931729679,-0.07161989568062584,0.04831078008076945,0.021236941330279473,-0.03837431035963467,True
24,25,nfe,-0.17315526319515276,0.15367941563270593,0.22327758644240212,0.008714679614512387,0.15365501744347732,-0.09724932715122142,-0.05750446508742071,0.050681322296073,-0.009182395370478755,-0.04030760187974294,False
25,26,nfe,-0.13278126758136619,0.21630796609284975,0.014334328284807534,0.01588558618758465,0.017195499065165563,0.09625904512726195,-0.02278032193021389,0.029842861699682057,-0.025438066880777044,0.005565562459838181,True
26,27,nfe,-0.16515622059560273,0.15766709506913895,0.18819704594452608,0.00730359647681173,0.10861496823223594,-0.06543036899433147,-0.06517684909807235,0.03386590374533511,0.03361139981911887,-0.01755875249898006,True
27,28,nfe,-0.19073820192187632,0.10433630270983436,0.2664529081883219,-0.03770403751149531,0.021348372793226607,0.01803770077441764,0.10309632336973386,-0.10212924052960319,0.001849237795063368,0.02746263739469295,True
28,29,nfe,-0.1335236368277317,0.2183077823858924,0.018257976116156295,0.02666318374008138,0.018834035433420538,0.10585150868913555,-0.023849108480521963,0.03257111090291776,-0.02884351151419941,0.017660446697935636,False
29,30,nfe,-0.164968200535666,0.1570160221911931,0.21716313519311542,0.005680702820483833,0.12776583284747267,-0.08412555680022481,-0.06225636875966169,0.030174264713461203,0.03344183255458531,-0.023645626336319753,False
30,31,nfe,-0.1724669529636091,0.16451341819470364,0.2391836842358433,0.012238258042039242,0.1339946035432898,-0.07091021719315503,-0.049837903643660364,0.03021834805670132,0.027312624179488786,-0.023044501798624422,False
31,32,nfe,-0.1760953245722519,0.1158653552796702,0.25298027953098395,-0.026458777572317307,0.01978143914978836,0.02805029995164662,0.08178471146545878,-0.07960865411801553,0.00016514265786435038,0.02464423786239857,True
32,33,nfe,-0.12750052818015134,0.21536793239990606,0.017297516038568293,0.01946977475081014,0.01438009749160733,0.10152143608012087,-0.018636637152956877,0.02913666753593761,-0.027376935892527314,0.009566977603973464,True
33,34,nfe,-0.1324897992141564,0.21293069247746146,0.016889757824522116,0.013502715808551322,0.021342062710349947,0.08834669224775701,-0.04047617331835017,0.018649242087873243,-0.00738476902418182,0.005159770335913705,False
34,35,nfe,-0.12683552078757662,0.2155711241842841,0.015438587343045417,0.016563657735605298,0.01853793362390585,0.09764252613326554,-0.02367441739507203,0.0363007402857776,-0.02605932994867557,0.009663634321648127,False
35,36,nfe,-0.13427655515123224,0.2242066774361877,0.02037069104528305,0.021791812493229562,0.012949474564612835,0.102438489896834,-0.016162377459312746,0.025981126943487445,-0.02411286290186137,0.001493200874301289,True
36,37,nfe,-0.12332660094548306,0.21904291746849813,0.018377380518390763,0.011263884821891761,0.020702011856040477,0.10563633447214905,-0.024431306953445493,0.032962607932716846,-0.029719359550878174,0.011285555581536053,True
37,38,nfe,-0.18332296516195806,0.1300298175625618,0.3187669392369074,0.01146681399587075,0.2484997987943072,-0.215340351941062,-0.07102398113873598,0.09239565139479063,-0.028976113208808878,-0.0779311865361956,True
38,39,nfe,-0.1295701773973018,0.21978900585043976,0.01667239443290526,0.01861569503878849,0.01363924371354909,0.09910896502510676,-0.023082942950310496,0.03069800454772727,-0.031982333683969334,0.01017781832746691,False
39,40,nfe,-0.17189800753149628,0.1531364572252154,0.2411122383006711,-0.0003082265418890065,0.11779797068246162,-0.0836693181679857,-0.062718804497175,0.0321797075355803,0.027187583364042093,-0.031095787937764942,True
40,41,nfe,-0.18176580415118818,0.10437389686428342,0.2543077957306706,-0.04226152781479665,0.005613168672286093,0.03402198547078026,0.08739083797704872,-0.09430859691973185,0.005236854095279395,0.030972942714548764,False
41,42,nfe,-0.17253353252129458,0.1104650023287418,0.22963139125216367,-0.04018032663423285,0.02172983172615168,0.028623297053428552,0.08866820602318233,-0.08908057281202049,0.0053001072170092865,0.029688663726866064,True
42,43,nfe,-0.17622830128361086,0.1182128942496125,0.24427580201601196,-0.0407392927636555,0.007268394785407349,0.029632255205919108,0.07363677805072562,-0.07953753695215372,0.018269451582842076,0.01160076737670611,False
43,44,nfe,-0.17948761796354842,0.11212041241419758,0.26221109557620353,-0.036100560499383955,0.006056180197102752,0.046743727977375055,0.0856310470676433,-0.08660545784968998,0.01133998866416458,0.011573176700004703,False
44,45,nfe,-0.17136055317024199,0.13561669262026585,0.17166062582066705,-0.023844188216269185,-0.016847603422795194,0.07134115687468746,0.047273709385047824,-0.06578048196240222,0.032224718528042755,0.009001357627995116,False
45,46,nfe,-0.13330079479632218,0.22321656875137802,0.016741554292296974,0.018663645218833833,0.015520309597535153,0.09283702671798019,-0.019223452516201528,0.029565553767909834,-0.023630365007022258,0.008511643162428788,False
46,47,nfe,-0.13139969433195803,0.21378618580068012,0.01331368292847939,0.012184633519114172,0.020910825194132298,0.09900057705643953,-0.01631919102789932,0.03260683838749528,-0.028286017387479236,0.01231617985458631,False
47,48,nfe,-0.12701468755245862,0.22366124404638657,0.017547520651340263,0.016803373892764234,0.013174549399720271,0.09742017792547444,-0.024990020119091412,0.03427691672073194,-0.033782746775254176,0.005404824816386234,False
48,49,nfe,-0.19217699923858575,0.1311161570224721,0.3197876102894515,0.004123954348964096,0.19726820584936225,-0.19805608775979983,-0.06741425264452511,0.09430453163429262,-0.0344405121929722,-0.07377651766893564,False
49,50,nfe,-0.12465015064278072,0.21290233156121402,0.018819650912121177,0.018543574950549434,0.017726156823754998,0.10095101904106275,-0.02243189207107616,0.03162320721816203,-0.02650577366738837,0.010093599750870628,True
50,51,nfe,-0.12372441562533606,0.21858477008348862,0.019261589095388366,0.019167435396888585,0.014228294854049568,0.09802105059675613,-0.03398532587841519,0.02855159142552634,-0.024739423356295084,0.01701366230392757,False
51,52,nfe,-0.13269427729576735,0.22008429615120098,0.017248330797611563,0.015117164097116408,0.024444711251057735,0.10727399463078868,-0.026477589283141364,0.035415978161648536,-0.027837399616156572,0.01394326927235971,False
52,53,nfe,-0.13130459937893685,0.2166250108025883,0.015171452853059703,0.022424945453153666,0.01818155722294719,0.1024459542999875,-0.021057541553545927,0.03660073661080888,-0.030167497095282755,0.009757545220063894,False
53,54,nfe,-0.18181062432692352,0.1126374362748222,0.25926369740082844,-0.040007304322206186,0.02238151628163619,0.010548931281478071,0.08808681397468687,-0.09200693217230481,0.001627480263788599,0.026050962252955914,True
54,55,nfe,-0.17428211390858742,0.13905660033849102,0.24114079156254897,-6.0777866649872225e-05,0.14984731681658794,-0.10991946789730027,-0.07611954210907478,0.0601217203288815,0.013942498265181222,-0.03995404504676683,False
55,56,nfe,-0.18257665573719994,0.14824768838497066,0.2669032851832253,0.02224303321871745,0.20264500210186942,-0.16745156726885618,-0.06003461942028917,0.07150096047966299,-0.014835420784628803,-0.0579934659640235,False
56,57,nfe,-0.16798879144890083,0.1612262708564387,0.22911107178599563,0.024293813117625723,0.21313882524026076,-0.14202595797762108,-0.06219011593673111,0.0826647622626089,-0.044576448356450415,-0.058169927208337295,True
57,58,fin,-0.16613809660006046,0.1276600522656887,0.1352407656919802,-0.00476960919734204,-0.013194261250327041,0.07764077230651473,0.05670558596779318,-0.08378324812675964,0.03024989771945291,0.017228749159805587,False
58,59,fin,-0.13888178001724358,0.18866524671596013,0.004974491776442198,0.031183466002172568,0.02473583692568676,0.09604480960906714,0.00016478423413328404,0.012929646994898748,-0.03686880118890154,0.0111976941248286,False
59,60,fin,-0.1675298853847239,0.13052918039225223,0.14280595680451202,-0.0036355838132700016,-0.0066023216026860326,0.08417600493147828,0.05019361172401447,-0.07865930665255245,0.03602447573664609,0.015161143288876133,False
60,61,fin,-0.13462956987177008,0.17916001298525486,0.0020217580297564202,0.029638293256190752,0.02835400683375208,0.09418622713941074,-0.003930241199655647,0.01971996587930428,-0.033878745442304736,0.017091294605508848,False
